Year,Month,Day,Hour,Clearness_Index,Irradiation,Temperature,RH,Pressure,Wind_ Speed,Precipitiation,Wind_Direction
2015,1,16,14,0.58,530.53,31.83,41.86,99.18,4.11,0.22,63.4
2015,1,16,15,0.51,342.83,30.9,44.1,99.18,4.6,0.13,68.6
2015,1,16,16,0.4,151.75,29.24,49.69,99.22,5.09,0.03,71.5
2015,1,16,17,0.28,19.9,26.44,62.1,99.3,4.76,0.01,75.3
2015,1,16,18,-999,0,24.64,72.41,99.4,5.59,0.01,76.9
2015,1,16,19,-999,0,23.21,81.92,99.5,5.31,0,74.8
2015,1,16,20,-999,0,22.26,87.81,99.55,4.6,0.08,71.1
2015,1,16,21,-999,0,21.64,90.89,99.54,3.97,0.31,65.4
2015,1,16,22,-999,0,21.15,93.14,99.52,3.49,0.34,59.3
2015,1,16,23,-999,0,20.69,95.39,99.49,3.16,0.34,52.6
2015,1,17,0,-999,0,20.29,97.2,99.43,2.97,0.46,44.5
2015,1,17,1,-999,0,19.96,98.34,99.38,2.92,0.51,36.8
2015,1,17,2,-999,0,19.7,98.83,99.36,2.91,0.5,31.8
2015,1,17,3,-999,0,19.64,98.32,99.38,3.12,0.55,31.1
2015,1,17,4,-999,0,19.63,97.95,99.43,3.13,0.63,31.2
2015,1,17,5,-999,0,19.59,97.78,99.5,3.01,0.77,32.4
2015,1,17,6,0.3,31.85,20.34,94.69,99.6,3.74,0.93,34.3
2015,1,17,7,0.47,198.6,22.28,87.09,99.71,4.36,0.98,41.7
2015,1,17,8,0.57,408.65,25.04,71.55,99.75,4.57,0,53.5
2015,1,17,9,0.64,609,27.68,57.52,99.71,4.25,0,59
2015,1,17,10,0.66,729.08,29.67,49.55,99.64,4.07,0,59.1
2015,1,17,11,0.61,729.7,30.88,45.23,99.53,4.11,0,59.1
2015,1,17,12,0.54,644.2,31.6,42.75,99.41,4.24,0,63.1
2015,1,17,13,0.53,578.42,31.79,41.84,99.29,4.43,0,66.6
2015,1,17,14,0.49,452.45,31.49,42.09,99.24,4.77,0,67
2015,1,17,15,0.43,288.42,30.52,44.27,99.25,5.17,0,68.4
2015,1,17,16,0.34,131.6,28.8,49.71,99.32,5.38,0,72.1
2015,1,17,17,0.25,18.27,26.21,60.84,99.4,4.71,0,77.6
2015,1,17,18,-999,0,24.45,70.66,99.51,4.91,0,77.3
2015,1,17,19,-999,0,23.25,78.57,99.62,4.76,0,72.6
2015,1,17,20,-999,0,22.39,84.27,99.67,4.24,0,69.1
2015,1,17,21,-999,0,21.73,88.32,99.66,3.61,0,68.2
2015,1,17,22,-999,0,21.09,92.02,99.63,3.1,0,66.7
2015,1,17,23,-999,0,20.49,95.19,99.61,2.69,0,59.1
2015,1,18,0,-999,0,19.97,97.59,99.56,2.55,0,46
2015,1,18,1,-999,0,19.53,98.79,99.52,2.56,0,34.2
2015,1,18,2,-999,0,19.08,99.45,99.5,2.47,0,25.4
2015,1,18,3,-999,0,18.62,100,99.52,2.35,0,18.9
2015,1,18,4,-999,0,18.21,100,99.56,2.3,0,12.3
2015,1,18,5,-999,0,17.85,100,99.63,2.31,0,7.2
2015,1,18,6,0.28,29.92,18.75,92.92,99.73,3,0,4
2015,1,18,7,0.45,189.1,21.61,77.43,99.81,3.4,0,23.2
2015,1,18,8,0.55,388.85,24.93,61.23,99.85,4.36,0,52.6
2015,1,18,9,0.6,566.12,27.29,50.1,99.8,4.47,0,54.9
2015,1,18,10,0.66,727.67,29.23,43.5,99.71,4.52,0,54.1
2015,1,18,11,0.64,760.75,30.54,40.59,99.59,4.63,0,54.2
2015,1,18,12,0.61,728.67,31.34,39.48,99.45,4.77,0,55.1
2015,1,18,13,0.57,619.25,31.61,39.48,99.32,4.91,0,56.5
2015,1,18,14,0.53,484.7,31.21,40.67,99.25,5.17,0,58.1
2015,1,18,15,0.44,298.45,30.18,43.31,99.25,5.57,0,59.8
2015,1,18,16,0.38,145.48,28.44,48.59,99.29,5.81,0,63.4
2015,1,18,17,0.24,17.95,25.75,59.46,99.36,5.08,0,71
2015,1,18,18,-999,0,23.87,69.51,99.47,5.21,0,74.1
2015,1,18,19,-999,0,22.63,77.58,99.57,4.9,0,72.2
2015,1,18,20,-999,0,21.83,82.93,99.61,4.27,0,68.5
2015,1,18,21,-999,0,21.18,86.55,99.61,3.69,0,64.8
2015,1,18,22,-999,0,20.57,89.44,99.58,3.18,0,61.7
2015,1,18,23,-999,0,19.94,92.34,99.53,2.7,0,56.5
2015,1,19,0,-999,0,19.35,94.88,99.47,2.41,0,45.8
2015,1,19,1,-999,0,18.89,96.58,99.42,2.38,0,31.7
2015,1,19,2,-999,0,18.47,97.59,99.4,2.35,0,20.7
2015,1,19,3,-999,0,18.02,98.67,99.44,2.23,0,12.2
2015,1,19,4,-999,0,17.6,99.4,99.48,2.12,0,3.8
2015,1,19,5,-999,0,17.23,99.9,99.54,2.06,0,356.4
2015,1,19,6,0.28,29.4,18.26,92.27,99.63,2.52,0,351.3
2015,1,19,7,0.44,184.95,21.23,75.24,99.72,2.7,0,10.4
2015,1,19,8,0.56,398.08,24.79,56.95,99.77,3.69,0,51.5
2015,1,19,9,0.62,588.7,27.09,46.86,99.74,4.2,0,52.3
2015,1,19,10,0.69,770.83,28.98,40.99,99.65,4.56,0,50.2
2015,1,19,11,0.65,778.47,30.32,37.86,99.51,4.88,0,50.1
2015,1,19,12,0.64,762.3,31.15,36.37,99.36,5.18,0,51.7
2015,1,19,13,0.63,695.62,31.34,36.38,99.24,5.48,0,54
2015,1,19,14,0.58,533.45,30.93,37.67,99.18,5.81,0,56.8
2015,1,19,15,0.55,374.4,29.77,40.84,99.21,6.08,0,59.6
2015,1,19,16,0.42,164.93,27.92,46.75,99.3,6.1,0,63.4
2015,1,19,17,0.26,20.65,25.18,57.95,99.42,5.12,0,70.5
2015,1,19,18,-999,0,23.34,67.98,99.54,5.04,0,74
2015,1,19,19,-999,0,22.17,75.77,99.65,4.68,0,73
2015,1,19,20,-999,0,21.37,81.34,99.7,4.14,0,70.8
2015,1,19,21,-999,0,20.73,85.78,99.71,3.72,0,68.1
2015,1,19,22,-999,0,20.14,89.81,99.69,3.34,0,63.1
2015,1,19,23,-999,0,19.55,93.61,99.66,2.88,0,55.8
2015,1,20,0,-999,0,18.99,96.81,99.61,2.51,0,45.2
2015,1,20,1,-999,0,18.49,99.24,99.55,2.36,0,32.2
2015,1,20,2,-999,0,18.02,100,99.53,2.24,0,18.8
2015,1,20,3,-999,0,17.59,100,99.55,2.18,0,6
2015,1,20,4,-999,0,17.23,100,99.61,2.19,0,356.9
2015,1,20,5,-999,0,16.91,100,99.68,2.21,0,352.7
2015,1,20,6,0.31,32.5,18.1,95.18,99.8,2.7,0,351.7
2015,1,20,7,0.47,200.02,21.28,77.39,99.89,3.06,0,16.7
2015,1,20,8,0.59,418.6,24.46,61.18,99.95,3.65,0,51.8
2015,1,20,9,0.66,624.72,26.77,50.63,99.92,3.7,0,59.5
2015,1,20,10,0.67,746.62,28.69,43.49,99.84,3.66,0,61.8
2015,1,20,11,0.64,766.6,30.14,39.22,99.73,3.69,0,64.7
2015,1,20,12,0.61,728.08,31.01,37.17,99.6,3.83,0,68.5
2015,1,20,13,0.58,638.88,31.25,36.83,99.48,4.03,0,72.2
2015,1,20,14,0.53,495.92,30.83,37.77,99.43,4.38,0,71.8
2015,1,20,15,0.47,319.95,29.79,40.24,99.43,4.77,0,68.6
2015,1,20,16,0.42,163.43,28.09,45.53,99.47,4.95,0,68.2
2015,1,20,17,0.26,20.42,25.41,56.75,99.54,4.49,0,73
2015,1,20,18,-999,0,23.63,66.05,99.63,5.17,0,74.3
2015,1,20,19,-999,0,22.24,74.98,99.72,4.97,0,72.9
2015,1,20,20,-999,0,21.26,81.59,99.78,4.42,0,70.6
2015,1,20,21,-999,0,20.58,85.99,99.79,3.87,0,67.3
2015,1,20,22,-999,0,20.01,89.6,99.78,3.43,0,62.2
2015,1,20,23,-999,0,19.51,92.74,99.74,3.04,0,53.7
2015,1,21,0,-999,0,19.09,95.14,99.68,2.79,0,41.5
2015,1,21,1,-999,0,18.75,96.69,99.62,2.76,0,27.7
2015,1,21,2,-999,0,18.43,97.73,99.59,2.65,0,18
2015,1,21,3,-999,0,18.06,98.92,99.63,2.36,0,13.2
2015,1,21,4,-999,0,17.74,99.84,99.71,2.13,0,11.4
2015,1,21,5,-999,0,17.51,100,99.82,2.02,0,10.5
2015,1,21,6,0.27,28.12,18.62,93.44,99.94,2.62,0,9.2
2015,1,21,7,0.4,169.73,21.36,78.82,100.05,3.96,0,30.2
2015,1,21,8,0.47,339,24,65.07,100.11,4.8,0,43.4
2015,1,21,9,0.53,507.95,26.18,54.8,100.08,4.93,0,42.6
2015,1,21,10,0.6,669.38,28.1,47.16,99.99,5.08,0,40.6
2015,1,21,11,0.61,731.85,29.61,41.94,99.85,5.23,0,40.8
2015,1,21,12,0.65,777.55,30.56,38.5,99.72,5.36,0,43.5
2015,1,21,13,0.64,710.1,30.88,36.66,99.6,5.47,0,47.7
2015,1,21,14,0.64,593.17,30.52,36.36,99.54,5.69,0,51.9
2015,1,21,15,0.61,420.12,29.52,37.63,99.55,5.92,0,55.3
2015,1,21,16,0.5,197.6,27.71,42.02,99.6,5.75,0,59.6
2015,1,21,17,0.31,25.62,24.55,53.83,99.68,4.39,0,66.8
2015,1,21,18,-999,0,22.68,63.46,99.78,4.55,0,68.7
2015,1,21,19,-999,0,21.43,72.34,99.88,4.3,0,65
2015,1,21,20,-999,0,20.45,80.17,99.95,3.79,0,59.2
2015,1,21,21,-999,0,19.58,86.77,99.95,3.3,0,52.7
2015,1,21,22,-999,0,18.77,92.64,99.94,3,0,46.1
2015,1,21,23,-999,0,18.06,97.67,99.9,2.84,0,39.1
2015,1,22,0,-999,0,17.53,100,99.86,2.79,0,30.6
2015,1,22,1,-999,0,17.19,100,99.79,2.84,0,21.2
2015,1,22,2,-999,0,16.93,100,99.75,2.94,0,13
2015,1,22,3,-999,0,16.67,100,99.75,2.96,0,6.6
2015,1,22,4,-999,0,16.45,99.81,99.78,2.91,0,1.2
2015,1,22,5,-999,0,16.34,98.54,99.85,2.85,0,356.4
2015,1,22,6,0.32,33.22,17.51,90.06,99.93,3.64,0,351.8
2015,1,22,7,0.52,218.48,20.57,74.99,100.02,3.87,0,355.6
2015,1,22,8,0.64,455.2,25.01,62.67,100.06,4.48,0,27.4
2015,1,22,9,0.69,654.2,27.71,54.82,100.01,3.83,0.01,40.3
2015,1,22,10,0.71,794.47,29.69,48.19,99.93,3.41,0.02,49.9
2015,1,22,11,0.71,854,31.01,43.92,99.79,3.33,0.02,57.5
2015,1,22,12,0.75,901.15,31.67,41.6,99.65,3.54,0.02,62.2
2015,1,22,13,0.69,768.33,31.93,40.6,99.51,3.87,0.05,64.9
2015,1,22,14,0.66,615.08,31.47,41.75,99.43,4.42,0.03,64.8
2015,1,22,15,0.6,415.42,30.56,44.97,99.42,5.32,0.01,65
2015,1,22,16,0.48,188.8,28.68,52.41,99.47,5.99,0.01,66
2015,1,22,17,0.35,29.12,26.25,63.96,99.53,5.57,0.01,69.2
2015,1,22,18,-999,0,24.44,74.69,99.63,5.13,0,72.3
2015,1,22,19,-999,0,23.28,82.18,99.7,4.63,0,70.4
2015,1,22,20,-999,0,22.55,86.74,99.75,4.04,0,65.1
2015,1,22,21,-999,0,21.96,90.68,99.74,3.5,0,59.8
2015,1,22,22,-999,0,21.47,94.15,99.72,3.14,0,57.6
2015,1,22,23,-999,0,21.19,96.07,99.68,3.04,0,55.7
2015,1,23,0,-999,0,21.14,96.37,99.63,3.13,0.01,51.6
2015,1,23,1,-999,0,21.15,95.94,99.57,3.32,0.01,46.8
2015,1,23,2,-999,0,21.08,95.74,99.52,3.18,0.02,41.6
2015,1,23,3,-999,0,20.98,95.63,99.52,3.03,0.02,37.6
2015,1,23,4,-999,0,20.81,96.03,99.55,2.8,0.02,34.1
2015,1,23,5,-999,0,20.55,96.85,99.6,2.48,0.02,28.6
2015,1,23,6,0.23,24.55,21.26,92.09,99.67,3.34,0.02,23.1
2015,1,23,7,0.31,132.93,23.66,79.97,99.74,4.57,0.02,38.2
2015,1,23,8,0.39,277.4,26.34,66.3,99.77,4.84,0.79,51.1
2015,1,23,9,0.46,441.52,28.46,56.56,99.74,4.45,1.14,55.1
2015,1,23,10,0.4,443.77,30.05,50.37,99.65,4.14,1.43,59
2015,1,23,11,0.5,601.05,30.99,46.86,99.51,3.95,1.98,66.4
2015,1,23,12,0.53,638.15,31.59,44.81,99.35,4.12,2.89,75.2
2015,1,23,13,0.49,539.08,31.61,44.98,99.23,4.58,5.16,82.7
2015,1,23,14,0.54,507.98,30.75,48.23,99.18,5.17,5.42,84.2
2015,1,23,15,0.49,338.77,29.23,54.22,99.2,5.75,5.14,82.7
2015,1,23,16,0.36,143.5,27.43,62.3,99.27,5.91,4.72,80.3
2015,1,23,17,0.26,22.73,25.36,73.27,99.36,4.9,6.67,76.8
2015,1,23,18,-999,0,24.07,81.37,99.46,4.59,7.15,73
2015,1,23,19,-999,0,23.28,86.69,99.57,4.26,7.17,70.7
2015,1,23,20,-999,0,22.69,90.65,99.64,3.73,6.83,67.6
2015,1,23,21,-999,0,22.31,92.48,99.65,3.52,5.19,61.8
2015,1,23,22,-999,0,21.99,94.26,99.61,3.08,3.36,53.7
2015,1,23,23,-999,0,21.72,95.41,99.56,2.71,2.95,48.3
2015,1,24,0,-999,0,21.58,95.57,99.5,2.79,1.77,46.6
2015,1,24,1,-999,0,21.41,95.9,99.44,2.79,1.06,43.1
2015,1,24,2,-999,0,21.25,96.18,99.4,2.74,0.69,38.9
2015,1,24,3,-999,0,20.97,97.1,99.4,2.43,0.52,32.1
2015,1,24,4,-999,0,20.69,97.75,99.46,2.37,0.43,28.7
2015,1,24,5,-999,0,20.47,98.18,99.53,2.42,0.41,27.8
2015,1,24,6,0.34,35.45,21.18,95.31,99.62,3.33,0.42,28.7
2015,1,24,7,0.44,187.62,23.01,87.46,99.71,4.64,1.15,38.3
2015,1,24,8,0.53,380.33,25.63,71.73,99.77,5.37,0.33,48.6
2015,1,24,9,0.55,521.8,27.98,59.51,99.76,5.24,0.16,53.7
2015,1,24,10,0.61,688.6,29.69,52.42,99.67,5.1,0.12,57.9
2015,1,24,11,0.69,827.47,30.91,47.9,99.54,5.09,0.11,63.1
2015,1,24,12,0.61,735.3,31.59,45.25,99.41,5.22,0.1,69
2015,1,24,13,0.56,627.7,31.68,44.32,99.3,5.43,0.11,74.2
2015,1,24,14,0.57,534.45,31.2,45.07,99.24,5.75,0.04,77.1
2015,1,24,15,0.46,322.52,30.06,48.33,99.25,6.12,0.03,78.1
2015,1,24,16,0.39,157.25,28.19,55.16,99.32,6.22,0.02,77.4
2015,1,24,17,0.32,27.9,26.09,64.82,99.42,5.43,0.01,75.8
2015,1,24,18,-999,0,24.64,73.53,99.54,4.82,0,73
2015,1,24,19,-999,0,23.69,80.13,99.65,4.52,0,68
2015,1,24,20,-999,0,23.07,84.41,99.72,4.35,0,63.7
2015,1,24,21,-999,0,22.56,87.66,99.74,3.93,0,61.3
2015,1,24,22,-999,0,22.14,89.9,99.71,3.55,0.01,58.6
2015,1,24,23,-999,0,21.81,91.51,99.67,3.2,0.02,54.4
2015,1,25,0,-999,0,21.49,92.72,99.62,2.87,0.03,48.8
2015,1,25,1,-999,0,21.01,94.55,99.56,2.6,0.05,42
2015,1,25,2,-999,0,20.32,97.24,99.53,2.37,0.08,33.3
2015,1,25,3,-999,0,19.83,98.22,99.55,2.55,0.09,24.9
2015,1,25,4,-999,0,19.42,98.09,99.6,2.71,0.09,16.3
2015,1,25,5,-999,0,19.01,97.49,99.69,2.86,0.09,9.1
2015,1,25,6,0.36,37.2,19.69,90.92,99.78,3.83,0.05,4.9
2015,1,25,7,0.53,224.57,22.61,73.12,99.86,4.77,0,20.1
2015,1,25,8,0.61,439.75,25.8,55.18,99.9,5.31,0,36.9
2015,1,25,9,0.65,621.92,28.17,43.6,99.88,5.13,0,42.9
2015,1,25,10,0.69,775.33,30.09,37.06,99.8,4.99,0,46.1
2015,1,25,11,0.66,795.05,31.44,33.65,99.68,4.98,0,49.1
2015,1,25,12,0.68,814.42,32.24,31.73,99.54,5.08,0,52.4
2015,1,25,13,0.68,763.4,32.43,30.83,99.43,5.25,0,55.7
2015,1,25,14,0.66,627.47,32.02,30.94,99.36,5.57,0,59.8
2015,1,25,15,0.66,462.45,30.89,32.78,99.36,5.95,0,63.7
2015,1,25,16,0.52,209.5,28.94,37.51,99.42,6.16,0,67.3
2015,1,25,17,0.34,30.12,25.75,48.93,99.5,5.16,0,72.4
2015,1,25,18,-999,0,23.67,59.94,99.6,5.2,0,73.7
2015,1,25,19,-999,0,22.38,69.53,99.69,4.84,0,70.9
2015,1,25,20,-999,0,21.47,77.32,99.76,4.37,0,65.3
2015,1,25,21,-999,0,20.76,83.48,99.78,4.15,0,59.1
2015,1,25,22,-999,0,20.14,88.6,99.76,4.04,0,53.2
2015,1,25,23,-999,0,19.6,92.68,99.72,3.95,0,46.8
2015,1,26,0,-999,0,19.16,95.26,99.64,3.81,0,39.8
2015,1,26,1,-999,0,18.85,96.46,99.56,3.71,0,32.4
2015,1,26,2,-999,0,18.44,97.74,99.52,3.14,0,23.2
2015,1,26,3,-999,0,18.11,98.26,99.51,2.83,0,15.6
2015,1,26,4,-999,0,18.01,97.71,99.56,2.87,0,13.9
2015,1,26,5,-999,0,18.22,95.74,99.63,2.89,0,13
2015,1,26,6,0.3,31.65,19.24,90.18,99.71,3.64,0,17.9
2015,1,26,7,0.52,220.95,21.91,79.26,99.8,4.36,0,34.1
2015,1,26,8,0.62,443.52,24.77,66.88,99.86,4.99,0,52.6
2015,1,26,9,0.66,634.5,27.17,56.44,99.84,4.76,0,58.7
2015,1,26,10,0.68,767.22,29.05,49.29,99.75,4.49,0,59.6
2015,1,26,11,0.65,784.7,30.38,44.36,99.61,4.4,0,59.7
2015,1,26,12,0.64,770.88,31.16,41.42,99.46,4.5,0,60.6
2015,1,26,13,0.62,690.05,31.32,40.34,99.34,4.68,0,62.5
2015,1,26,14,0.56,532.22,31.11,40.27,99.25,5.09,0,64.2
2015,1,26,15,0.51,360.33,30.13,42.33,99.25,5.53,0,66.4
2015,1,26,16,0.42,172.9,28.39,47.48,99.3,5.87,0,69.6
2015,1,26,17,0.31,28,26.01,56.98,99.39,5.41,0,73.8
2015,1,26,18,-999,0,24.14,66.85,99.5,5.21,0,76.2
2015,1,26,19,-999,0,22.92,74.73,99.6,4.95,0,75
2015,1,26,20,-999,0,22.05,80.79,99.66,4.51,0,71.4
2015,1,26,21,-999,0,21.35,85.63,99.66,4.08,0,66.6
2015,1,26,22,-999,0,20.72,89.8,99.61,3.66,0,61.6
2015,1,26,23,-999,0,20.13,93.48,99.55,3.17,0,55.7
2015,1,27,0,-999,0,19.57,96.37,99.48,2.73,0,47.1
2015,1,27,1,-999,0,19.11,98.33,99.42,2.54,0,35.6
2015,1,27,2,-999,0,18.83,98.51,99.39,2.59,0,25.1
2015,1,27,3,-999,0,18.62,98.06,99.4,2.74,0,19.8
2015,1,27,4,-999,0,18.36,98.02,99.45,2.73,0,15.7
2015,1,27,5,-999,0,18.1,98.12,99.53,2.64,0,14.2
2015,1,27,6,0.31,32.55,19.18,90.79,99.61,3.55,0,16.2
2015,1,27,7,0.49,209.73,22.42,74.6,99.69,4.22,0,34.5
2015,1,27,8,0.59,425.05,25.69,61.61,99.72,5.05,0,55.3
2015,1,27,9,0.56,534.55,27.91,53.79,99.67,5.28,0,64.6
2015,1,27,10,0.55,616.67,29.72,48.09,99.57,5.25,0,68
2015,1,27,11,0.57,688.05,31.01,44.28,99.41,5.27,0,69.7
2015,1,27,12,0.57,685.6,31.96,41.56,99.26,5.36,0,71.1
2015,1,27,13,0.47,532.47,32.11,40.89,99.13,5.49,0,71.9
2015,1,27,14,0.36,343.2,31.68,41.83,99.06,5.72,0,73
2015,1,27,15,0.29,202.02,30.39,45.5,99.07,6.07,0,74.4
2015,1,27,16,0.19,77.68,28.45,52.46,99.15,6.43,0,75.6
2015,1,27,17,0.14,12.9,26.31,62.05,99.26,6.1,0,76.4
2015,1,27,18,-999,0,24.81,70.91,99.38,5.79,0,76.1
2015,1,27,19,-999,0,23.77,77.9,99.47,5.44,0,72.9
2015,1,27,20,-999,0,23,83.05,99.54,4.88,0,69.5
2015,1,27,21,-999,0,22.37,87.22,99.54,4.23,0,65.9
2015,1,27,22,-999,0,21.84,90.59,99.5,3.84,0,61
2015,1,27,23,-999,0,21.36,93.49,99.45,3.49,0,55
2015,1,28,0,-999,0,20.94,95.55,99.38,3.14,0,47.7
2015,1,28,1,-999,0,20.52,97.34,99.32,2.75,0,39.5
2015,1,28,2,-999,0,20.19,98.11,99.28,2.56,0,32.9
2015,1,28,3,-999,0,19.9,98.48,99.29,2.45,0,28.6
2015,1,28,4,-999,0,19.64,98.62,99.34,2.42,0,25.5
2015,1,28,5,-999,0,19.43,98.45,99.4,2.44,0,22.7
2015,1,28,6,0.26,26.9,20.43,91.35,99.46,3.53,0,20.6
2015,1,28,7,0.34,145.38,23.35,75.28,99.53,4.88,0,41
2015,1,28,8,0.46,332.3,25.95,63.02,99.57,5.15,0,51.3
2015,1,28,9,0.46,443.3,28.06,55.03,99.53,4.81,0,52.8
2015,1,28,10,0.42,472.25,29.85,49.23,99.43,4.53,0,53.4
2015,1,28,11,0.38,464.55,31.22,45.08,99.29,4.34,0,55.8
2015,1,28,12,0.47,566.78,32.23,41.99,99.15,4.26,0,60.5
2015,1,28,13,0.46,512.55,32.62,40.62,99.04,4.34,0,66.4
2015,1,28,14,0.49,470.62,32.36,40.87,98.98,4.62,0,71.4
2015,1,28,15,0.42,297.42,31.26,43.6,98.99,5.06,0,74.3
2015,1,28,16,0.36,148.88,29.49,49.19,99.04,5.55,0,75.9
2015,1,28,17,0.28,26.62,27.13,58.61,99.13,5.35,0,77.9
2015,1,28,18,-999,0,25.28,67.98,99.24,5.28,0,78.6
2015,1,28,19,-999,0,23.94,75.58,99.34,5.23,0,75.7
2015,1,28,20,-999,0,23.02,80.83,99.4,4.71,0,71.7
2015,1,28,21,-999,0,22.4,84.45,99.4,4.1,0,68.7
2015,1,28,22,-999,0,21.89,87.64,99.38,3.55,0,67
2015,1,28,23,-999,0,21.38,91.07,99.36,2.81,0,63.6
2015,1,29,0,-999,0,20.94,93.9,99.31,2.31,0,54.5
2015,1,29,1,-999,0,20.64,95.54,99.26,2.23,0,40.8
2015,1,29,2,-999,0,20.52,95.75,99.22,2.43,0,27.9
2015,1,29,3,-999,0,20.37,95.73,99.23,2.53,0,19.7
2015,1,29,4,-999,0,20.28,94.93,99.27,2.66,0,18.4
2015,1,29,5,-999,0,20.13,94.43,99.36,2.63,0,16.6
2015,1,29,6,0.3,31,20.82,89.3,99.46,3.44,0,14.1
2015,1,29,7,0.31,133.1,23.27,75.44,99.55,4.23,0,27.3
2015,1,29,8,0.37,269.9,25.86,62.77,99.62,4.49,0,39
2015,1,29,9,0.41,395.3,28.2,53.52,99.61,4.26,0,41.8
2015,1,29,10,0.58,657.8,30.28,46.33,99.54,4.02,0,43.9
2015,1,29,11,0.61,742.35,31.84,41.38,99.42,3.79,0,49.1
2015,1,29,12,0.58,703.22,32.88,38.27,99.29,3.56,0,57.6
2015,1,29,13,0.51,576.12,33.27,37,99.17,3.49,0,67.3
2015,1,29,14,0.56,534.55,32.88,37.7,99.1,3.68,0,73.4
2015,1,29,15,0.5,359.83,31.72,40.52,99.11,4.21,0,78.2
2015,1,29,16,0.42,174.52,30.16,45.45,99.17,4.94,0,83.1
2015,1,29,17,0.26,25.4,27.69,55.37,99.27,4.92,0,86.9
2015,1,29,18,-999,0,25.79,64.88,99.39,5.38,0,87.1
2015,1,29,19,-999,0,24.43,73.06,99.52,5.11,0,82.6
2015,1,29,20,-999,0,23.6,78.26,99.6,4.68,0,76.5
2015,1,29,21,-999,0,23.08,81.39,99.63,4.21,0,70.7
2015,1,29,22,-999,0,22.67,83.88,99.61,3.82,0,63.6
2015,1,29,23,-999,0,22.28,86.33,99.58,3.53,0,54.9
2015,1,30,0,-999,0,21.89,88.66,99.52,3.29,0,46.1
2015,1,30,1,-999,0,21.54,90.58,99.46,3.07,0,38.3
2015,1,30,2,-999,0,21.21,92.09,99.43,2.67,0,32.6
2015,1,30,3,-999,0,20.84,93.7,99.43,2.07,0,30.2
2015,1,30,4,-999,0,20.51,95.02,99.48,1.72,0,28.8
2015,1,30,5,-999,0,20.21,96.2,99.55,1.64,0,26.9
2015,1,30,6,0.26,27.6,21.01,91.15,99.64,2.47,0,23.7
2015,1,30,7,0.36,153.57,23.53,76.46,99.72,3.86,0,47.8
2015,1,30,8,0.44,315.75,26.08,63.32,99.78,4.57,0,53.9
2015,1,30,9,0.36,345.05,28.34,53.62,99.78,4.69,0,51.5
2015,1,30,10,0.32,360.95,30.33,46.09,99.7,4.76,0,51.4
2015,1,30,11,0.34,411.02,31.83,40.97,99.58,4.69,0,54.5
2015,1,30,12,0.38,465.05,32.72,37.89,99.46,4.56,0,59.4
2015,1,30,13,0.43,490.3,33.04,36.33,99.35,4.46,0,64.2
2015,1,30,14,0.51,492.83,32.6,36.55,99.29,4.56,0,67.3
2015,1,30,15,0.46,331.48,31.6,38.14,99.3,4.86,0,69.4
2015,1,30,16,0.39,163.73,29.82,42.27,99.35,5.09,0,70.7
2015,1,30,17,0.28,27.75,27.28,50.9,99.44,4.74,0,73.8
2015,1,30,18,-999,0,25.44,58.84,99.56,5.43,0,75.2
2015,1,30,19,-999,0,24.02,67.18,99.66,5.25,0,74.8
2015,1,30,20,-999,0,23.04,74.38,99.71,4.8,0,72.8
2015,1,30,21,-999,0,22.38,79.58,99.71,4.33,0,68.3
2015,1,30,22,-999,0,21.83,83.29,99.68,4.03,0,61.7
2015,1,30,23,-999,0,21.32,86.26,99.64,3.82,0,54.8
2015,1,31,0,-999,0,20.82,88.89,99.57,3.54,0,46.7
2015,1,31,1,-999,0,20.42,90.68,99.52,3.33,0,37.9
2015,1,31,2,-999,0,20.08,91.9,99.49,3.19,0,29.7
2015,1,31,3,-999,0,19.7,93.49,99.5,2.93,0,23.5
2015,1,31,4,-999,0,19.31,94.98,99.54,2.62,0,18.9
2015,1,31,5,-999,0,18.93,96.46,99.61,2.36,0,14.7
2015,1,31,6,0.28,30.15,19.75,90.99,99.7,3.28,0,11.4
2015,1,31,7,0.5,213.02,22.79,74.38,99.79,4.79,0,35.2
2015,1,31,8,0.57,416.67,25.76,59.29,99.85,5.64,0,49.5
2015,1,31,9,0.64,614.33,28.19,48.75,99.84,5.71,0,53.8
2015,1,31,10,0.66,747.08,30.24,41.69,99.75,5.71,0,56.4
2015,1,31,11,0.65,797.83,31.68,37.28,99.63,5.73,0,58.3
2015,1,31,12,0.63,768.65,32.53,34.65,99.5,5.77,0,59.5
2015,1,31,13,0.63,719.1,32.74,33.34,99.37,5.77,0,60.4
2015,1,31,14,0.62,597.05,32.35,33.34,99.31,6.02,0,60.9
2015,1,31,15,0.58,415.58,31.24,35.27,99.32,6.29,0,61.8
2015,1,31,16,0.46,192.95,29.4,39.86,99.38,6.28,0,64.1
2015,1,31,17,0.29,29.15,26.55,49.97,99.47,5.11,0,69.3
2015,1,31,18,-999,0,24.59,59.92,99.57,4.84,0,73.4
2015,1,31,19,-999,0,23.33,68.43,99.66,4.42,0,74.1
2015,1,31,20,-999,0,22.38,75.67,99.7,3.87,0,72.3
2015,1,31,21,-999,0,21.62,81.62,99.68,3.43,0,68.4
2015,1,31,22,-999,0,20.97,86.62,99.64,3.13,0,63
2015,1,31,23,-999,0,20.38,91.09,99.59,2.9,0,55.5
